Type,Hash,Name,Parameters,Return,ConversionKey,Conversion,NegatedConversion,ParseType,ParseRule,Notes
Query,6F042F0D,NpcCheckCatchQuestType,,int4,,,,,,
Query,6FD5D02E,WherearenInspectForceTalkNpc,,inverted_bool,,,,,,
Query,70622AF1,IsRumorActionDaysAgo,,int4,,,,,,
Query,70C2C825,NetFoundVillageNum,,int3,,,,,,
Query,71408D8E,CheckMannequinCamera,,int2,,,,,,
Query,7197A062,SaveProcIsSuccess,,bool,,,,,,
Query,72032A6D,IsAcquaintedWithSameNpc,,inverted_bool,,,,,,
Query,722D1C7E,FortuneBranchPre,,int8,,,,,,
Query,722E10F4,ClassifyWatchTorsoType,,int4,,,,,,
Query,7249690C,IsDIYItemFenceHalloween,,inverted_bool,,,,,,
Query,733F78D5,BackupAgentIsMainPlayer,,inverted_bool,,,,,,
Query,734EF7F4,SaveIsNotFound,,bool,,,,,,
Query,73891E6F,PlayerHasCraftRecipe,UnlockType: str; ItemUniqueId: int,inverted_bool,,,,,,"for ItemUniqueId=65534, checks if all UnlockType DIYs are learned"
Query,73DBFE9B,TkkQeruestMethodType,,int3,,,,,,
Query,7422232D,PynHaveExchangeItemEnough,,inverted_bool,,,,,,
Query,746E80BA,IsWherearenResumeFirstShareHouse,,inverted_bool,,,,,,
Query,74A7F355,DevideCountDownState,,int9,,,,,,
Query,74BA90AD,PlayerHouseLevel,,"enum[Homeless,PlacedTent,BaseHouse,HouseExpansion1,BackRoom,LeftRoom,RightRoom,SecondFloor,Basement]",,,,,,
Query,74D7104C,SystemVisitQuestKind,VisitType: str,bool,,,,,,
Query,754D7F8C,NetIsDreaming,,inverted_bool,,,,,,
Query,755E5270,UIRemoveStructureType,,int2,,,,,,
Query,75ABA773,CheckOpenResortStudyEditMode,,inverted_bool,,,,,,
Query,75CDE7A3,NpcCheckMoveInBeforePlayer,,inverted_bool,,,,,,
Query,75D7BAD2,TkkLiveType,,int3,,,,,,
Query,762AC811,AlwAlpIsOnBedJuneBride,,inverted_bool,,,,,,
Query,764CA1D3,FaderKindCheck,FaderKind: str; CheckValue: str,inverted_bool,,,,,,
Query,76685400,VillageScoreVeryMessy,BorderHalfUnit: int; BorderBlockNum: int,bool,,,,,,check if at least BorderBlockNum entries in VillageScore.CollisionNum are at least BorderHalfUnit
Query,766ACCAD,HouseIsTent,,inverted_bool,,,,,,
Query,768725EF,SaveBackupLicenseEnabled,,bool,,,,,,
Query,76C1EFCF,WherearenIsCustomerBuildNewHouse,,inverted_bool,,,,,,
Query,76D583C1,IsWrappingReturnDeliveryItem,,inverted_bool,,,,,,
Query,77494FD6,WherearenFacilityOrderType,,int3,,,,,,
Query,7766BF1E,CheckCamperNpcHandheldItem,,int6,,,,,,
Query,776B4129,IsVillagerNpc,,inverted_bool,,,,,,
Query,78FE72DE,EnvPublicAnnouncement,EnvAnnounceQueryType: str,inverted_bool,,,,,,
Query,790FB172,UIGetMessageCardEditCancelStatus,,int3,,,,,,
Query,7984A08E,NpcIsTalkedFromBehind,,inverted_bool,,,,,,
Query,7A14B447,IsDuringBusinessHours,Type: str,inverted_bool,,,,,,
Query,7B1F35AA,PlayerIsEquipToolTowel,,inverted_bool,,,,,,
Query,7B2BD566,IsNpcType,,int3,,,,,,
Query,7B8D6D69,NetMoveFoundSessionNum,,int3,,,,,,
Query,7CB4E1B6,GeneralChoice,,int,,,,,,
Query,7CD669EE,GardenSafeRangeType,,int3,,,,,,
Query,7D83E6A3,NpcInviteCheck,Type: int,inverted_bool,,,,,,
Query,7E22BCAB,NpcLabel,NpcLabel: str,inverted_bool,,,,,,
Query,7F1957C1,IsHoldPlayerBirthdayThisYear,,inverted_bool,,,,,,
Query,7F405287,CommuneShopEvent,ShopEvent: str,inverted_bool,,,,,,
Query,7F4531A4,UIClosetItemNum,,int5,,,,,,
Query,7F7B6724,IsSpecifiedMyDesignPosted,,inverted_bool,,,,,,
Query,7F9D36F0,NpcBlackBoard,Key: str; Border: int,inverted_bool,,,,,,
Query,7FBC4FA5,HgcFreeQuery2,HgcQueryType: str,inverted_bool,,,,,,
Query,8013EB75,EnvSameDate,CheckDateType: str; TimeType: str,inverted_bool,,,,,,
Query,802F6DAD,LookToSky,,inverted_bool,,,,,,
Query,805156FF,UIResultHousingKitNpcType,,int2,,,,,,
Query,80844038,IsNpcDIYRecipeCollected,,inverted_bool,,,,,,
Query,813BDD0A,NpcHarvestIsHaveWantItem,,inverted_bool,,,,,,
Query,8147A785,DeliveryQuestItemKind,,int2,,,,,,
Query,82C61D00,BptTalkFront,,inverted_bool,,,,,,
Query,82DC3944,IsSurpriseVisitNpc,,inverted_bool,,,,,,
Query,8445B94C,BeyWeekEndEvent,,int3,,,,,,
Query,84722AAB,HgcFashionCheckResult,,int4,,,,,,
Query,854EF0E6,VillageFlower,VillageFlowerType: str,int8,,,,,,
Query,867FB1B8,NpcHitNum,Border: int,inverted_bool,,,,,,
Query,875CCC11,CheckInduceFailReasonIsSellPlaceNothingOnly,,inverted_bool,,,,,,
Query,8771258F,CalledNpcNum,CalledNpcNum: int,inverted_bool,,,,,,
Query,8775EF57,IsFullPlayerVillager,,inverted_bool,,,,,,
Query,8796577C,EventRewardItem,ItemUniqueID: int,inverted_bool,,,,,,
Query,8907531A,NpcCatchQuestInsectNormalType,,int7,,,,,,
Query,89A38E83,NpcRumorIsEqualPreviousChoice,,inverted_bool,,,,,,
Query,89AC2976,ContinuousNpcTalkCount,TalkCount: int,inverted_bool,,,,,,
Query,89D93E05,MultiItemSelectInclude,ItemUniqueID1: int; ItemUniqueID2: int; ItemUniqueID3: int; ItemUniqueID4: int; ItemUniqueID5: int; ItemUniqueID6: int; ItemUniqueID7: int; ItemUniqueID8: int; JudgeTarget: str,inverted_bool,,,,,,
Query,8A0700DE,PurchaseBoxFreeQuery2,PurchaseBoxQueryType: str; SellTotal: int,inverted_bool,,,,,,
Query,8AB7A603,IsAchievedHospitalDonation,,inverted_bool,,,,,,
Query,8ABBE9A2,NpcRumorIsAnsweredTargetTopic,,inverted_bool,,,,,,
Query,8B489942,IsSleepStudentInSchoolEvent,,inverted_bool,,,,,,
Query,8B649080,MuseumCafeNpcTalkCount,,int5,,,,,,
Query,8B64E384,CheckMoneyBoxAmount,Border: int,inverted_bool,,,,,,
Query,8BB8FC4E,WherearenIsResumeNpcLiveTogether,,inverted_bool,,,,,,
Query,8BBAF54F,HghMydesignOwner,,int3,,,,,,
Query,8BE338BB,IsReturnJuneBridePhotoStudio,,inverted_bool,,,,,,
Query,8C6D2879,NpcIsEquipedHandTool,ToolType: int,inverted_bool,,,,,,
Query,8CC5548B,HasObstacle,StructureType: str; StructureBuildPosType: str; StructureBuildTiming: str,inverted_bool,,,,,,
Query,8D05A4D3,IsImmendiatelyAfterWherearenDoctorEvent,,inverted_bool,,,,,,
Query,8D15975A,HghFreeQuery2,HghQueryType: str,inverted_bool,,,,,,
Query,8D2A0AB9,PercentChoice,Percent: int,inverted_bool,,,,,,
Query,8DC15363,IsSettlerQuestInducedNpc,,inverted_bool,,,,,,
Query,8DC64BDD,IsExistSantaPresentNpcSleeping,,inverted_bool,,,,,,
Query,8E465B42,IsInsectChasingPlayer,CheckInsect: int,inverted_bool,,,,,,
Query,8EF3F703,WherearenNpcOrderRelationKind,,int4,,,,,,
Query,8F7E045F,PlayerIsForbidMainChange,,inverted_bool,,,,,,
Query,8FA115E1,PlayerIsUseCoordinate,,inverted_bool,,,,,,
Query,8FCE3B27,RcmBuySelectType,,int2,,,,,,
Query,8FD5C5E6,IsWatchItemDonated,,inverted_bool,,,,,,
Query,8FF87B41,OwlDonationFossilComplete,,inverted_bool,,,,,,
Query,8FFA7DF6,WherearenIsSalarySendSaving,,inverted_bool,,,,,,
Query,9054B08E,FoxBuySelectType,,int2,,,,,,
Query,909ADD5C,CountSharePlayerNum,Border: int,inverted_bool,,,,,,
Query,90A79478,IsUISelectNpcMoveOut,,int3,,,,,,
Query,90E2AF86,NpcRumorCheckAllDenyProgressDays,ProgressDays: int,inverted_bool,,,,,,
Query,90EC43B2,NpcMoveOutState,,int5,,,,,,
Query,915CCABC,MultiKindItemSelectIncludeChoice,...,int,,,,,,
Query,91F2756B,PlayerGender,,int2,,,,,,
Query,922D891D,NpcHasPlayerProfileComment,,inverted_bool,,,,,,
Query,92715998,NpcIsFleaHolder,,inverted_bool,,,,,,
Query,93029183,UICheckSceneChangable,UIType: int,int4,,,,,,
Query,931D83FC,MuseumCafeMeetCount,,int5,,,,,,
Query,93B07E3C,IsMadeCraftUnlockRecipe,UnlockType: str; CheckUnlockMode: str,inverted_bool,,,,,,
Query,93F3BF45,IsSantaMissionReward,,inverted_bool,,,,,,
Query,93FDBB8E,DeliveryOriginalIsReadyMade,,inverted_bool,,,,,,
Query,94078106,UIPortfolioPromotionNewTargetFailure,,inverted_bool,,,,,,
Query,947B60E6,PlayerCheckWaitType,PlayerWaitType: str,inverted_bool,,,,,,
Query,949321F4,UIShopBuyTailorIsWear,,inverted_bool,,,,,,
Query,94C5A29A,NpcRumorIsExistAnswerTopic,,inverted_bool,,,,,,
Query,951F4C88,PinataResult,,int3,,,,,,
Query,9571EC57,PreviousRegionLanguage,,int14,,,,,,
Query,9635E48A,GlobalEventNow,EventLabelString: str; DayType: str; CheckNowTime: bool,inverted_bool,,,,,,
Query,96B632C7,FirstFireworksFes,,inverted_bool,,,,,,
Query,96CFFD64,CheckTVProgram,,int,,,,,,
Query,96FB62BF,IsIncludeHandheld,,inverted_bool,,,,,,
Query,96FBAEFF,CheckCamperNpcMovePoint,,int4,,,,,,
Query,97F043D1,UIIsAdrSelect,,inverted_bool,,,,,,
Query,97FB8A3D,IsApproachAllowed,,inverted_bool,,,,,,
Query,987102DE,HasNpcRequestedItem,,inverted_bool,,,,,,
Query,991D48CA,IsSelectNpcRequestedItem,,inverted_bool,,,,,,
Query,99311F03,TodayChangeRegulation,,int6,,,,,,
Query,99658BF4,IsCallableAmiiboNpc,Purpose: str,inverted_bool,,,,,,
Query,996FA8A1,PlayerIsReserveAnySimpleMutter,,inverted_bool,,,,,,
Query,997573BA,CanScheduleNowPlayerBirthdayParty,,inverted_bool,,,,,,
Query,99763F78,IsUISelectNpcAcquaintance,,inverted_bool,,,,,,
Query,99A3CABF,IsLivedSameNpc,,int3,,,,,,
Query,9A56DAEB,NetHasVisitor,,inverted_bool,,,,,,
Query,9AC2F198,FoxCheckItemBuyVillager,,inverted_bool,,,,,,
Query,9B327AA2,NetWherearenIsFollowedAuthor,,inverted_bool,,,,,,
Query,9B412233,MuseumKindDonateRate,Rate: int; MuseumKindType: str,inverted_bool,,,,,,
Query,9B663BDE,ControllerIsConnected,,inverted_bool,,,,,,
Query,9B70BC95,MultiFromItemSelectInclude,ItemFromType1: str; ItemFromType2: str; ItemFromType3: str; ItemFromType4: str; ItemFromType5: str; ItemFromType6: str; ItemFromType7: str; ItemFromType8: str; JudgeTarget: str,inverted_bool,,,,,,
Query,9B76B4E7,WherearenIsBuiltNpc,,inverted_bool,,,,,,
Query,9B7BE081,VisitPLayoutTalkedRandomChoice,,int11,,,,,,
Query,9B8A6681,NetHasDesignerID,,inverted_bool,,,,,,
Query,9B9B4FAA,KppBarcarolleCancel,,inverted_bool,,,,,,
Query,9BA9AEB5,IsWherearenCutomerNpcNameWithTitle,IsHousemate: bool,inverted_bool,,,,,,
Query,9BDBFED6,IsAcceptableAmiibo,,inverted_bool,,,,,,
Query,9BE1B734,NpcHaveQuestType,IncludeFinish: str,int8,,,,,,
Query,9BF6EF3A,BoaCanSetKabu,,int3,,,,,,
Query,9C0A4FE2,UIPocketMenuItemSelectHarvest,TukFood: int; ItemNum: int,inverted_bool,,,,,,
Query,9C41161B,EventFlagAllSharePlayPlayer,AccessKey: str,inverted_bool,,,,,,
Query,9D50438A,VillageScorePutUnitIconNum,BorderValue: int,bool,,<.name>() >= <BorderValue>,<.name>() < <BorderValue>,predicate,"ACTOR()
DOT()
ID(""VillageScorePutUnitIconNum"")
LPAREN()
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(BorderValue=INT)",
Query,9D550547,TkkRequestFeeling,,int5,,,,,,
Query,9DCDA9B2,HaveValentineItem,,inverted_bool,,,,,,
Query,9DDFAD2A,IsWherearenOrderStaySequence,,inverted_bool,,,,,,
Query,9DF67885,NetIsDemoPlayer,,inverted_bool,,,,,,
Query,9EAEA83F,HaveCoffeePrice,,inverted_bool,,,,,,
Query,9F78BD34,NpcLivingDays,CheckDays: int,inverted_bool,,,,,,
Query,9F9932B2,IsFirstNpcLiveInTent,,inverted_bool,,,,,,
Query,9FA15818,ExpensivePurchase,,inverted_bool,,,,,,
Query,9FCEA4EB,FlagIntValue,ChoiceNumber: int; AccessKey: str,int,,,,,,
Query,9FFCBBF9,EasterCanExchangeEgg,,inverted_bool,,,,,,
Query,A0AF85F0,NpcRewardType,,int6,,,,,,
Query,A0E2F5B4,NetHasAddressData,Type: str,inverted_bool,,,,,,
Query,A0F6B53D,OwlDonationItemType,,"enum[Insect,NintendoWhatAreYouHiding,FossilUnknown,Fossil,FishOrDiveFish,PictureOrSculpture,PictureFakeOrSculptureFake]",,,,,,
Query,A1A861D0,SnowManIsHeadSmallerThanBody,,inverted_bool,,,,,,strictly smaller
Query,A1DB0129,HandleNameTalkDayInterval,CheckTarget: int; Days: int,inverted_bool,,,,,,
Query,A1F3C25F,IsMyPost,,inverted_bool,,,,,,
Query,A1F9CFC1,NetIsAvailableNA,,inverted_bool,,,,,,
Query,A3514A31,CheckResortStudyModeInNowSituation,,inverted_bool,,,,,,
Query,A3910720,SelectedNpcMoveType,,int3,,,,,,
Query,A3DE49DE,ExistSelectRewardItemWherearenNPC,,inverted_bool,,,,,,
Query,A404C2F2,IsSameBirthdayNpc,,inverted_bool,,,,,,
Query,A4158DC8,CheckGetCandyMinute,PassedTime: int,inverted_bool,,,,,,
Query,A42133FD,YMD,Year: int; Month: int; Day: int; TimeType: str,int3,,,,,,
Query,A4BD8790,WherearenGrowUpInterval,Interval: int,inverted_bool,,,,,,
Query,A503BC70,IsGamePlayTime,,inverted_bool,,,,,,
Query,A5CD84EB,WherearenCompleteDemoCameraWaitResult,,inverted_bool,,,,,,
Query,A654D4A6,SaveCompareBackupAgentNSAID,,bool,,,,,,
Query,A6689644,SaveExtensionCheck,SaveExtensionData: str,inverted_bool,,,,,,
Query,A66B2A6E,NowVisitSpNpc,,int13,,,,,,
Query,A7014865,ReservedFutureMail,,inverted_bool,,,,,,
Query,A7E983A3,MuseumDonatedCountKind,Num: int; MuseumItemKind: int,inverted_bool,,,,,,
Query,A87AA109,WherearenIsNpcHouseExtended,,inverted_bool,,,,,,
Query,A8A51FA4,CheckNowNpcFeel,,int5,,,,,,
Query,A8A847B5,WherearenEditEndTerms,WherearenEditEndTerms: str,inverted_bool,,,,,,
Query,A924A669,CanHearAudioMusicAtFocusPoint,,inverted_bool,,,,,,
Query,A946CEB9,IsSpeakerResetOrRacket,,inverted_bool,,,,,,
Query,A965B277,VillageScoreCheckNatural,BorderValue: float,bool,,<.name>() >= <BorderValue>,<.name>() < <BorderValue>,predicate,"ACTOR()
DOT()
ID(""VillageScoreCheckNatural"")
LPAREN()
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(BorderValue=FLOAT)",
Query,AA2DB2FC,CurrentRegionLanguage,SettingType: str,int14,,,,,,
Query,AB61E0B2,SystemIsVisitQuestPlayerEntered,,inverted_bool,,,,,,
Query,ABF33334,BridgeNum,BridgeJudgeType: str; Num: int,bool,,<.name>(<BridgeJudgeType>) < <Num>,<.name>(<BridgeJudgeType>) >= <Num>,predicate,"ACTOR()
DOT()
ID(""BridgeNum"")
LPAREN()
VALUE(BridgeJudgeType=STRING)
RPAREN()
CMP(.negated=['<', '>='].index(__value))
VALUE(Num=INT)",
Query,AC28FFB2,ItemValuables,,inverted_bool,,,,,,
Query,AC372333,EnvWeatherArea,,"enum[cWeatherArea_North,cWeatherArea_South]",,,,,,
Query,AC4DB521,DevideFireWorksEventState,,int6,,,,,,
Query,AC938A4B,ChyHaveThreeOrMoreSameInsect,,inverted_bool,,,,,,
Query,ACABD04B,IsEquipSantaCostume,,inverted_bool,,,,,,
Query,AD2DB9B9,IsWherearenFacilityInteraction,,inverted_bool,,,,,,
Query,AE5AFCD0,CheckLockReason,,int6,,,,,,
Query,AECAB2EA,IsSharePlay,TargetMode: int,inverted_bool,,,,,,
Query,AEDBDFB0,BptGetFriendship,,int7,,,,,,
Query,AF08629D,SnowManIsSnowMeltSeason,,inverted_bool,,,,,,checks if Snow_N/Snow_S in SeasonCalendar is not 2
Query,AF3C43ED,HasSpaceCreateNpc,,inverted_bool,,,,,,
Query,AF56B043,CheckFirstEnterPlayerCreateParam,Param: str,inverted_bool,,,,,,
Query,AF5AF2A1,VillageScoreCheckTreeNum,BorderNum: int,bool,,<.name>() >= <BorderNum>,<.name>() < <BorderNum>,predicate,"ACTOR()
DOT()
ID(""VillageScoreCheckTreeNum"")
LPAREN()
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(BorderNum=INT)",
Query,AFBE704B,UIManageUnfinishedMessage,,int4,,,,,,
Query,B002F805,NpcGreetTypeNegative,,inverted_bool,,,,,,
Query,B0CA82CB,CheckVisitPLayout,,int10,,,,,,
Query,B1725D8C,SnowManAge,,int4,,,,,,
Query,B1A60AD7,MuseumCafeAmiiboNpc,,int3,,,,,,
Query,B1BA86DA,IsDIYOrnamentItem,,inverted_bool,,,,,,
Query,B1D52921,LimitSendMailToFriend,,inverted_bool,,,,,,
Query,B1E7DDA4,IsAmiiboNpcVisiting,,inverted_bool,,,,,,
Query,B276B74B,BeyDailyFishSize,,int4,,,,,,
Query,B27E07B5,WherearenIsApproachOrder,,inverted_bool,,,,,,
Query,B28A80FC,DeliveryQuestType,,int5,,,,,,
Query,B2B6B188,IsEarlyLateReactionSituation,,inverted_bool,,,,,,
Query,B2BDE8CA,FoxBuyGalleryForThisIsland,,inverted_bool,,,,,,
Query,B2C5ED28,ToCatnap,,inverted_bool,,,,,,
Query,B3A53BC8,SkyVariation,,int6,,,,,,
Query,B3C4A3AA,SelectItemIsCeiling,JudgeTarget: str,inverted_bool,,,,,,
Query,B3D4EE1F,IsMovingConsultationPlayerNotLiving,,inverted_bool,,,,,,
Query,B3E73EBF,NpcRumorIsAskedOwn,,inverted_bool,,,,,,
Query,B4447A1C,WherearenIsCustomerNpcResumeOrder,,inverted_bool,,,,,,
Query,B4568DD4,HasNoAcquaintance,,inverted_bool,,,,,,
Query,B47224C2,TresureQuestLimitOverWithinXSec,Sec: int,inverted_bool,,,,,,
Query,B4A3619B,CheckSelectUIItemNum,CheckNum: int,inverted_bool,,,,,,
Query,B4A8F3A3,IsQuestLimitOver,,inverted_bool,,,,,,
Query,B5222B01,UnfinishMailToType,,int5,,,,,,
Query,B538B571,MultiKindItemSelectInclude,ItemKindType1: str; ItemKindType2: str; ItemKindType3: str; ItemKindType4: str; ItemKindType5: str; ItemKindType6: str; ItemKindType7: str; ItemKindType8: str; JudgeTarget: str,inverted_bool,,,,,,
Query,B53CC190,NpcIsQuestClient,QuestType: str; CheckPlayer: bool; IncludeFinish: bool,inverted_bool,,,,,,
Query,B54F98F7,NpcCheckSameWordFromSwkbd,CheckType: str,inverted_bool,,,,,,
Query,B576D888,EventCheck,EventLabelString: str,int4,,,,,,
Query,B5AE2827,OwlDonationFossilIsParts,,inverted_bool,,,,,,
Query,B5C27E8C,IsFavoriteMusic,JudgeTarget: str,inverted_bool,,,,,,
Query,B61B35F0,DeliveryIsSameClothAsNowWear,,inverted_bool,,,,,,
Query,B661942F,NpcFeelSource,,int3,,,,,,
Query,B681C82D,NpcRace,Race: str,inverted_bool,,,,,,
Query,B6952EAD,NpcHasFreeMessage,QueryMessageType: str,inverted_bool,,,,,,
Query,B6A4670C,UISelectedItemCanMoveChest,,inverted_bool,,,,,,
Query,B722D313,NpcIsExistOtherNpc,,inverted_bool,,,,,,
Query,B724EEA3,UIClientListResult,,int5,,,,,,
Query,B85014EA,HasTargetItem,ItemUniqueId: int; NeedNum: int,inverted_bool,,,,,,
Query,B86D5F8F,NpcPastYMFromLastTalkDate,,inverted_bool,,,,,,
Query,B86F4536,CheckNpcTalkType,,inverted_bool,,,,,,
Query,B8D63FDF,GlobalEventStart,EventLabelString: str,inverted_bool,,,,,,
Query,B8EA1A6C,IsInduceFailedReasonFixUp,,inverted_bool,,,,,,
Query,BA3AA1A7,MuseumComplete,,inverted_bool,,,,,,
Query,BAB63472,WherearenTodayFlagBool,FlagName: str,inverted_bool,,,,,,
Query,BAB6AB6F,IsSantaMissionNpc,,inverted_bool,,,,,,
Query,BB5F175F,SaveRestoreSeqStartCheck,,bool,,,,,,
Query,BBB881F4,WherearenIsNpcOrderFreeTheme,,inverted_bool,,,,,,
Query,BC9D7E8E,IsUnconnectedPlayerVillagerGreaterThan,Count: int,inverted_bool,,,,,,
Query,BD03CF40,PlayerMoveValidateDestinationIsland,,inverted_bool,,,,,,
Query,BD524F13,NpcIsAbleEquipSelectItem,,inverted_bool,,,,,,
Query,BD6F2B99,ChyCheckSpecialInsect,,int6,,,,,,
Query,BDE348FD,NpcHarvestIsDecideWantItem,,inverted_bool,,,,,,
Query,BE2EFD68,HasKindItem,CheckItemKindType: str; ItemKindType: str; ItemFilterType: str,inverted_bool,,,,,,
Query,BE8AF7E3,CheckNpcSchedule,Schedule: str,inverted_bool,,,,,,
Query,BEFC91AA,EnvDayOfWeek,,"enum[Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday]",,,,,,
Query,C0D1AFF7,SystemCheckPreStage,PreStage: str,inverted_bool,,,,,,
Query,C10825BF,NpcAIIsArriveDestination,,int2,,,,,,
Query,C1171201,CanMargeReserveItem,,inverted_bool,,,,,,
Query,C1B355F4,CompareDayBirthdayLive,,int3,,,,,,
Query,C1D3E059,UIWherearenInspectListResult,,int9,,,,,,
Query,C1E23E2E,CheckMeasuredPlayTime,Type: str; CheckValue: int,inverted_bool,,,,,,
Query,C23A0F94,AmiiboNpcIsIncludedCamperList,,inverted_bool,,,,,,
Query,C23ACE01,ChyWeekEndEvent,,int3,,,,,,
Query,C248D22C,KappeiTourType,TourKind: str,inverted_bool,,,,,,
Query,C2B20E9D,OwlDonationSameItem,,inverted_bool,,,,,,
Query,C328DD12,HasMovedOneSaveData,,bool,,,,,,
Query,C37334B3,NetSessionCreateSetting,,int3,,,,,,
Query,C3A76B1C,IsSharehousePareWherearenRestaurant2FCustomers,,inverted_bool,,,,,,
Query,C40E25A3,AppraiseFossilDonationRate,,int3,,,,,,
Query,C4D38DDA,IsHoldNpcBirthday,,inverted_bool,,,,,,
Query,C51000BF,MuseumRoomDonateNum,Num: int; MuseumRoomType: int,inverted_bool,,,,,,
Query,C53F039E,BeyHaveThreeOrMoreSameFish,,inverted_bool,,,,,,
Query,C5CF19BF,IsWherearenPartyEndPattern,,inverted_bool,,,,,,
Query,C5D9ECBD,CanSelectRumorMessage,RumorType: int,inverted_bool,,,,,,
Query,C6232C64,HasFreeInPostOffice,Type: str,inverted_bool,,,,,,
Query,C643DE86,IsUnlockedAllItemRemakeCommonPattern,,inverted_bool,,,,,,
Query,C67580A0,CheckClientNpcLook,,int8,,,,,,
Query,C7366D82,CheckNpcTool,,int6,,,,,,
Query,C7722EF5,EnvSeason,,"enum[Spring,Summer,Autumn,Winter]",,,,,,
Query,C7E1A47E,IsCampSiteOccupied,,inverted_bool,,,,,,
Query,C8658986,FacilityOpenPastDays,CountFacilityType: str; Days: int,inverted_bool,,,,,,
Query,C898D3ED,HasCraftRecipeSelectFlow,JudgeTarget: str,inverted_bool,,,,,,
Query,C96CB763,SystemCheckPlayerTool,,int22,,,,,,
Query,C9C88555,WherearenShopFtrBuyTotal,Border: int,inverted_bool,,,,,,
Query,CA413424,EventFlagComqare,AccessKey1: str; AccessKey2: str,int,,,,,,
Query,CC3B11C2,WherearenIsBuiltNpcForAmiibo,,inverted_bool,,,,,,
Query,CD9DD14D,CountBirthdayVillager,,int10,,,,,,
Query,CDEACDBD,FaderColorCheck,FaderColor: str; CheckValue: str,inverted_bool,,,,,,
Query,CE890B03,IsInTheActOfDIY,,inverted_bool,,,,,,
Query,CE957186,IsCafeCeremony,,inverted_bool,,,,,,
Query,CF1D6125,NetIsDecidedVillage,,int3,,,,,,
Query,CF2C2D65,IsNthRole,Nth: int,inverted_bool,,,,,,
Query,CFB04F2B,CheckNpcApproachType,,inverted_bool,,,,,,
Query,CFDB14FA,VillageScoreCheckLifeDeltaBeforeDay,DeltaPoint: int,bool,,<.name>() >= <DeltaPoint>,<.name>() < <DeltaPoint>,predicate,"ACTOR()
DOT()
ID(""VillageScoreCheckLifeDeltaBeforeDay"")
LPAREN()
RPAREN()
CMP(.negated=['>=', '<'].index(__value))
VALUE(DeltaPoint=INT)",
Query,CFFEF26C,UIResultItemWindowNumCheck,Num: int; JudgeTarget: str,inverted_bool,,,,,,
Query,D0410B28,OwlMuseumMultiComplete,,inverted_bool,,,,,,
Query,D06C53F1,NetCheckVillageType,Type: str,int,,,,,,
Query,D0FDB24D,IsInEventPlazaArea,CountdownBoard: bool,inverted_bool,,,,,,
Query,D13F3627,JuneBrideScoreCheck,ScoreTypeString: str; Num: int,inverted_bool,,,,,,
Query,D151D820,IsFriendRumorPlayer,,inverted_bool,,,,,,
Query,D154F1DA,IsDifferentAreaVisit,,inverted_bool,,,,,,
Query,D16953BA,IsSoloPlayController,,inverted_bool,,,,,,
Query,D16D94D8,NpcHarvestFishExchangeSelectItem,,inverted_bool,,,,,,
Query,D17120CC,CeremonyType,,int8,,,,,,
Query,D1928E20,SloMainFieldWeedNum,WeedNum: int,inverted_bool,,,,,,
Query,D1A97A52,CurrentJuneBrideTheme,,int3,,,,,,
Query,D1F6537B,NetIsConnected,,inverted_bool,,,,,,
Query,D2440159,SystemIsHighAndLowPlayerWin,,inverted_bool,,,,,,
Query,D26629C7,NetIsInviteFriend,,inverted_bool,,,,,,
Query,D26EF48D,SaveExtensionIsSuccess,,inverted_bool,,,,,,
Query,D316B7E5,IsSelectedNpcMoveOutDecided,,inverted_bool,,,,,,
Query,D340DBB1,PlayerHasLoan,,bool,,,,,,
Query,D3DAAD16,UIMyDesignExchangeUploadResult,,int3,,,,,,
Query,D3F1C46E,HasAttachedPresent,,inverted_bool,,,,,,
Query,D475D44C,UISelectedItemIsEquiped,TargetCharacter: int; JudgeTarget: str; ReferenceLook: bool,inverted_bool,,,,,,
Query,D47F5FFA,NpcLostQuestType,,int4,,,,,,
Query,D4915AA9,ExistPlayerAcceptingBirthDayMessage,,inverted_bool,,,,,,
Query,D4FF6CAF,NetIsAppError,Process: str,inverted_bool,,,,,,
Query,D52318AF,NfcDisabled,,inverted_bool,,,,,,
Query,D578156E,CafePlayerSeatPos,,int6,,,,,,
Query,D5A717E2,FadeSpeedLevelCheck,FadeSpeedLevelType: str; CheckValue: str,inverted_bool,,,,,,
Query,D6AC751B,MyDesignExchangeMenuResult,,int7,,,,,,
Query,D6F02CDD,IsReachedUploadCountMax,,inverted_bool,,,,,,
Query,D70DECD8,CountdownTalkPrevState,,int4,,,,,,
Query,D7EA5FCD,IsExistMoveNpc,MoveOut: bool,inverted_bool,,,,,,
Query,D82DC81A,IsDeliveryQuestReceiver,,inverted_bool,,,,,,
Query,D8681832,WherearenFacilityTypeOnOrder,,int5,,,,,,
Query,D9316E42,RadioGymnasticsGetResult,,int3,,,,,,
Query,D959D046,MuseumNameBoardIsSingleFossilSet,EntryVariableKeyInt_LoopNum: str,inverted_bool,,,,,,
Query,D99E9D69,DisplayedNewBirthDayMessage,,inverted_bool,,,,,,
